"tipo de juego","game_id/ fecha","equipo_local","equipo_visitante","semana","temporada","estatus _del_juego","marcador_local","marcador_visitante"
"reg","12/26/2021","NE","BUF","16","2021","POST","21","33"
"reg","12/26/2021","NYJ","JAX","16","2021","POST","26","21"
"reg","12/26/2021","PHI","NYG","16","2021","POST","34","10"
"reg","12/26/2021","SEA","CHI","16","2021","POST","24","25"
"reg","12/27/2021","NO","MIA","16","2021","POST","3","20"
"reg","2/1/2022","BAL","LA","17","2021","POST","19","20"
"reg","2/1/2022","BUF","ATL","17","2021","POST","29","15"
"reg","2/1/2022","CHI","NYG","17","2021","POST","29","3"
"reg","2/1/2022","CIN","KC","17","2021","POST","34","31"
"reg","2/1/2022","DAL","ARI","17","2021","POST","22","25"
"reg","2/1/2022","GB","MIN","17","2021","POST","37","10"
"reg","2/1/2022","IND","OAK","17","2021","POST","20","23"
"reg","2/1/2022","LAC","DEN","17","2021","POST","34","13"
"reg","2/1/2022","NE","JAX","17","2021","POST","50","10"
"reg","2/1/2022","NO","CAR","17","2021","POST","18","10"
"reg","2/1/2022","NYJ","TB","17","2021","POST","24","28"
"reg","2/1/2022","SF","HOU","17","2021","POST","23","7"
"reg","2/1/2022","SEA","DET","17","2021","POST","51","29"
"reg","2/1/2022","TEN","MIA","17","2021","POST","34","3"
"reg","2/1/2022","WAS","PHI","17","2021","POST","16","20"
"reg","3/1/2022","PIT","CLE","17","2021","POST","26","14"
